Date,Price- Brazil,Price-Arg,Price-Peru,Price-Mex,Price-Japan,Price- US,Price-China
2/12/2018,9.955,5.16,5.875,7.96,210.809,144.56,4.35
2/9/2018,9.955,5.16,5.835,7.95,210.805,144.41,4.34
2/8/2018,9.865,5.16,5.825,7.96,210.347,143.34,4.36
2/7/2018,9.77,5.16,5.825,7.96,210.593,144.16,4.36
2/6/2018,9.79,5.16,5.775,7.87,210.731,144.09,4.36
2/5/2018,9.87,5.16,5.745,7.83,210.324,144.62,4.349
2/2/2018,9.83,5.16,5.745,7.87,210.37,146.03,4.368
2/1/2018,9.69,5.16,5.735,7.86,210.163,145.69,4.371
1/31/2018,9.72,5.16,5.735,7.86,210.51,144.78,4.382
1/30/2018,9.79,5.16,5.715,7.84,210.294,146.56,4.36
1/29/2018,9.78,5.16,5.735,7.839,210.695,147.81,4.388
1/26/2018,9.71,5.16,5.765,7.84,210.437,147.38,4.399
1/25/2018,9.845,5.16,5.755,7.78,210.029,148.12,4.402
1/24/2018,9.74,5.16,5.755,7.734,210.025,148.75,4.396
1/23/2018,10.02,5.16,5.755,7.734,210.262,149.41,4.39
1/22/2018,9.92,5.16,5.735,7.72,209.956,148.47,4.393
1/19/2018,9.9,5.16,5.795,7.71,209.649,149.22,4.386
1/18/2018,9.84,5.16,5.815,7.73,209.294,148.69,4.387
1/17/2018,9.92,5.16,5.775,7.79,209.64,149,4.397
1/16/2018,9.92,5.16,5.755,7.82,209.525,149.44,4.387
1/15/2018,9.92,5.16,5.755,7.8,209.622,150.31,4.411
1/12/2018,9.85,5.16,5.765,7.85,209.617,150.81,4.39
1/11/2018,9.92,5.16,5.825,7.853,208.962,150.44,4.385
1/10/2018,9.99,5.16,5.775,7.85,208.707,150.5,4.39
1/9/2018,10.03,5.17,5.806,7.87,209.493,150.5,4.397
1/8/2018,10.015,5.17,5.84,7.873,210.394,150.44,4.397
1/5/2018,10.085,5.03,5.855,7.873,210.389,150.06,4.394
1/4/2018,10.045,5.03,6.005,7.87,210.638,150.22,4.382
1/3/2018,10.04,5.04,6.105,7.81,210.583,151.72,4.373
1/2/2018,10.08,5.04,6.095,7.73,210.569,151.81,4.375
12/29/2017,10.21,5.04,6.055,7.66,210.564,152.31,4.39
12/28/2017,10.27,4.92,6,7.69,210.56,152.31,4.394
12/27/2017,10.37,4.95,6.035,7.69,210.56,151.75,4.411
12/26/2017,10.29,5.1,6.005,7.69,210.353,152.88,4.386
12/22/2017,10.39,4.91,6.1,7.71,210.348,153,4.392
12/21/2017,10.38,4.91,6.1,7.76,210.335,152.72,4.407
12/20/2017,10.485,4.85,6.1,7.89,210.229,152.94,4.404
12/19/2017,10.57,4.88,6.125,7.89,210.123,151.62,4.393
12/18/2017,10.52,4.89,6.12,7.89,210.123,150.78,4.387
12/16/2017,10.405,4.88,6.14,7.93,210.067,151,4.38
12/15/2017,10.405,4.88,6.175,7.98,210.367,151.19,4.395
12/14/2017,10.35,4.88,6.245,7.98,210.758,150.56,4.385
12/13/2017,10.265,4.95,6.15,7.98,210.551,152.53,4.37
12/12/2017,10.34,4.99,6.17,7.89,210.446,154.28,4.362
12/11/2017,10.28,5.02,6.32,7.81,210.446,155.38,4.383
12/8/2017,10.2,5.02,6.274,7.79,210.441,155.22,4.383
12/7/2017,10.25,5.02,6.315,7.7,210.085,154.81,4.374
12/6/2017,10.14,5.02,6.155,7.76,209.92,153.78,4.384
12/5/2017,10.27,5.02,6.15,7.76,209.766,154.16,4.379
12/4/2017,10.26,5.02,6.155,7.72,209.762,154,4.367
12/1/2017,10.35,5.02,6.185,7.7,209.762,153.97,4.34
11/30/2017,10.39,4.96,6.215,7.68,209.108,155.16,4.35
11/29/2017,10.31,4.95,6.19,7.68,208.704,154.81,4.362
11/28/2017,10.14,4.95,6.215,7.62,208.393,154.12,4.363
11/27/2017,10.17,4.95,6.205,7.62,208.536,154.38,4.37
11/24/2017,10.18,4.95,6.255,7.66,208.881,152.84,4.35
11/23/2017,10.09,4.91,6.235,7.66,208.881,153.31,4.37
11/22/2017,10.11,4.96,6.2,7.63,209.223,154.28,4.37
11/21/2017,10.12,4.73,6.245,7.58,209.019,154.34,4.372
11/20/2017,10.17,4.73,6.24,7.56,208.41,154.25,4.352
11/17/2017,10.175,4.77,6.275,7.56,208.603,154.64,4.359
11/16/2017,10.3,4.77,6.305,7.59,209.097,154.5,4.364
11/15/2017,10.485,4.77,6.29,7.57,209.097,154.09,4.366
11/14/2017,10.505,4.77,6.26,7.58,210.093,153.66,4.37
11/13/2017,10.285,4.69,6.26,7.58,210.089,153.78,4.357
11/10/2017,10.22,4.69,6.296,7.59,209.774,153.56,4.35
11/9/2017,10.08,4.53,6.3,7.59,209.517,154,4.356
11/8/2017,10.04,4.53,6.3,7.58,209.363,152.88,4.378
11/7/2017,10.1,4.73,6.295,7.57,209.363,152.41,4.38
11/6/2017,10.05,4.73,6.295,7.6,209.659,152.31,4.397
11/3/2017,10.185,4.72,6.335,7.64,209.554,153.88,4.38
11/1/2017,9.95,4.67,6.365,7.69,209.04,154.34,4.37
10/31/2017,9.9,4.67,6.345,7.69,209.235,154.69,4.355
10/30/2017,9.88,4.67,6.315,7.72,210.236,154.22,4.355
10/29/2017,9.74,4.77,6.255,7.66,210.236,153.66,4.39
10/27/2017,9.74,4.71,6.265,7.64,210.332,153.47,4.41
10/26/2017,9.805,4.75,6.325,7.58,210.126,152.75,4.356
10/25/2017,9.635,4.85,6.265,7.58,209.559,152.47,4.371
10/24/2017,9.7,4.91,6.245,7.57,209.504,152.38,4.362
10/23/2017,9.71,4.91,6.275,7.58,208.152,151.19,4.363
10/22/2017,9.635,4.71,6.305,7.53,208.152,150.72,4.386
10/20/2017,9.635,4.72,6.285,7.56,208.147,150.91,4.382
10/19/2017,9.63,4.74,6.315,7.56,207.648,151.69,4.368
10/18/2017,9.71,4.74,6.285,7.61,206.945,152.34,4.342
10/17/2017,9.73,4.75,6.275,7.62,206.841,152.19,4.342
10/16/2017,9.84,4.69,6.275,7.59,206.74,153.53,4.383
10/13/2017,9.82,4.66,6.275,7.62,206.74,153.03,4.32
10/11/2017,9.83,4.78,6.195,7.59,206.979,154.06,4.317
10/10/2017,9.75,4.76,6.195,7.59,206.876,153.72,4.316
10/9/2017,9.81,4.76,6.185,7.59,206.667,154,4.313
10/6/2017,9.74,4.83,6.145,7.61,206.172,153.09,4.313
10/5/2017,9.92,4.83,6.145,7.59,205.875,152.56,4.327
10/4/2017,9.76,4.85,6.145,7.58,205.875,152.5,4.325
10/3/2017,9.795,4.84,6.175,7.53,205.969,152.09,4.315
10/2/2017,9.735,4.81,6.165,7.52,206.451,151.91,4.302
9/29/2017,9.745,4.81,6.125,7.52,206.389,152.25,4.278
9/28/2017,9.785,4.81,6.124,7.52,206.529,152.56,4.309
9/27/2017,9.825,4.83,6.135,7.43,206.768,152.62,4.274
9/26/2017,9.725,4.87,6.175,7.45,206.768,152.69,4.264
9/25/2017,9.77,4.87,6.205,7.54,206.617,152.81,4.255
9/22/2017,9.66,4.87,6.176,7.59,206.318,152.78,4.25
9/21/2017,9.63,4.87,6.195,7.58,206.159,152.94,4.25
9/20/2017,9.7,4.87,6.225,7.58,206.299,154.78,4.25
9/19/2017,9.735,4.86,6.205,7.508,206.295,154.91,4.243
9/18/2017,9.79,4.9,6.175,7.53,206.295,154.09,4.242
9/15/2017,9.82,4.92,6.17,7.56,206.879,153.88,4.233
9/14/2017,9.82,4.88,6.195,7.48,206.824,155.34,4.273
9/13/2017,9.92,4.88,6.135,7.45,206.32,155.41,4.28
9/12/2017,9.87,4.69,6.095,7.45,206.608,155.62,4.292
9/11/2017,9.81,4.75,6.095,7.39,206.946,156.31,4.297
9/8/2017,9.74,4.7,6.05,7.28,206.946,156.25,4.298
9/6/2017,9.81,4.69,6.055,7.24,206.109,156.09,4.288
9/5/2017,9.9,4.69,6.095,7.22,207.827,156.53,4.27
9/4/2017,9.985,4.69,6.085,7.2,208.761,157.28,4.26
9/1/2017,10.01,4.72,6.07,7.2,209.156,158.56,4.263
8/31/2017,9.955,4.75,6.194,7.26,209.202,158.66,4.256
8/30/2017,10.105,4.78,6.105,7.24,209.202,157.62,4.243
8/29/2017,10.095,4.78,6.135,7.19,208.947,158.28,4.24
8/28/2017,10.13,4.8,6.145,7.21,208.441,155.36,4.238
8/25/2017,10.15,4.87,6.145,7.2,208.227,155.45,4.259
8/24/2017,10.09,4.99,6.105,7.2,208.77,156.47,4.257
8/23/2017,10.15,5.01,6.12,7.22,208.765,157.38,4.24
8/22/2017,10.15,5.01,6.1,7.24,208.765,156.91,4.246
8/21/2017,10.215,5.01,6.125,7.221,207.918,156.94,4.246
8/18/2017,10.125,4.96,6.135,7.23,208.706,156.75,4.247
8/17/2017,10.22,4.97,6.165,7.217,208.94,156.53,4.263
8/16/2017,10.11,4.79,6.165,7.217,209.685,156.09,4.257
8/15/2017,10.03,4.73,6.14,7.23,209.731,156.5,4.255
8/14/2017,10.06,4.73,6.125,7.2,209.731,155.59,4.229
8/11/2017,10.17,4.7,6.125,7.19,209.027,156.16,4.222
8/10/2017,10.12,4.65,6.125,7.19,209.672,155.84,4.233
8/9/2017,10.04,4.64,6.165,7.17,209.608,155.69,4.211
8/8/2017,9.965,4.64,6.205,7.17,209.253,155.06,4.204
8/7/2017,9.915,4.6,6.205,7.2,208.7,154.41,4.095
8/6/2017,9.86,4.6,6.225,7.22,208.7,155.16,4.123
8/4/2017,9.86,4.62,6.185,7.25,208.546,155.47,4.124
8/3/2017,9.86,4.7,6.215,7.224,208.343,155.34,4.123
8/2/2017,9.88,4.83,6.194,7.23,208.377,154.72,4.144
8/1/2017,10.025,4.83,6.24,7.23,208.175,153.72,4.15
7/31/2017,10.015,4.83,6.24,7.21,208.318,154.31,4.157
7/28/2017,10.045,4.83,6.225,7.21,208.318,154.09,4.153
7/27/2017,10.005,4.82,6.235,7.22,208.663,155,4.132
7/26/2017,10.105,4.88,6.215,7.22,208.308,154.22,4.127
7/25/2017,10.165,4.75,6.14,7.18,208.096,154.03,4.127
7/24/2017,10.065,4.75,6.175,7.18,207.548,152.97,4.128
7/21/2017,10.05,4.75,6.185,7.151,207.149,153.19,4.13
7/20/2017,10.135,4.75,6.205,7.153,207.149,152.59,4.123
7/19/2017,10.09,4.75,6.185,7.16,206.753,153.16,4.11
7/18/2017,10.15,4.76,6.195,7.16,206.65,152.62,4.108
7/17/2017,10.22,4.77,6.16,7.672,207.47,154.25,4.112
7/16/2017,10.325,4.77,6.16,7.19,207.613,154.78,4.086
7/14/2017,10.325,4.68,6.185,7.2,207.115,154.06,4.073
7/13/2017,10.42,4.68,6.155,7.2,207.115,153.94,4.026
7/12/2017,10.305,4.68,6.15,7.2,207.111,153.84,3.998
7/11/2017,10.525,4.68,6.15,7.18,206.664,152.88,3.991
7/10/2017,10.53,4.66,6.26,7.22,206.015,152.62,3.998
7/7/2017,10.63,4.66,6.285,7.22,206.109,152.19,3.997
7/6/2017,10.5,4.66,6.25,7.228,206.348,152.78,3.979
7/5/2017,10.515,4.85,6.265,7.24,206.348,152.06,3.999
7/4/2017,10.55,4.84,6.225,7.26,206.348,152,3.999
7/3/2017,10.5,4.78,6.295,7.25,206.245,151.66,3.994
7/2/2017,10.53,4.78,6.305,7.232,205.947,152.28,3.99
7/1/2017,10.53,4.72,6.425,7.232,205.885,153.34,4
6/30/2017,10.53,4.68,6.435,7.232,206.075,153.24,4.005
6/29/2017,10.69,4.58,6.425,7.28,206.509,153.06,4.011
6/28/2017,10.62,4.55,6.47,7.216,206.509,153.69,4.005
6/27/2017,10.77,4.55,6.47,7.24,206.798,154.25,4.014
6/26/2017,10.68,4.62,6.495,7.21,206.548,155,4.007
6/25/2017,10.84,4.68,6.405,7.22,206.926,155.69,4.003
6/23/2017,10.84,4.68,6.425,7.22,206.383,156.91,3.987
6/22/2017,10.725,4.75,6.445,7.2,206.525,156.62,3.987
6/21/2017,10.625,4.74,6.385,7.23,206.525,156.47,3.987
6/20/2017,10.56,4.74,6.525,7.3,206.52,157.59,3.981
6/19/2017,10.375,4.67,6.425,7.31,206.466,157.62,3.986
6/16/2017,10.51,4.57,6.395,7.28,206.55,156.66,4
6/14/2017,10.645,4.51,6.325,7.28,206.301,156.88,4.008
6/13/2017,10.78,4.5,6.325,7.26,206.296,156.72,4.01
6/12/2017,10.73,4.42,6.23,7.24,206.296,156.91,4.01
6/9/2017,10.9,4.42,6.23,7.21,206.296,155.31,3.988
6/8/2017,10.93,4.42,6.23,7.21,206.633,155.28,3.965
6/7/2017,10.83,4.48,6.23,7.18,204.874,155.53,3.968
6/6/2017,10.8,4.48,6.23,7.18,204.426,155.56,3.993
6/5/2017,10.96,4.3,6.23,7.18,205.097,155.84,3.975
6/2/2017,10.88,4.3,6.23,7.283,205.239,156.28,3.943
6/1/2017,10.79,4.3,6.23,7.27,205.239,155.66,3.939
5/31/2017,10.74,4.39,6.225,7.32,205.331,156.16,3.933
5/30/2017,10.94,4.41,6.24,7.29,206.251,154.84,3.962
5/29/2017,10.8,4.57,6.225,7.3,206.679,155.12,3.97
5/26/2017,10.915,4.57,6.28,7.3,207.168,154.59,4.019
5/25/2017,10.93,4.56,6.28,7.28,207.163,152.83,4.034
5/24/2017,11.5,4.35,6.245,7.31,207.163,153.91,4.025
5/23/2017,11.39,4.35,6.345,7.32,208.752,153.84,4.02
5/22/2017,11.78,4.34,6.285,7.35,208.697,153.53,4.02
5/19/2017,11.54,4.38,6.18,7.28,209.44,153.28,4.036
5/18/2017,11.73,4.38,6.275,7.28,209.081,153.78,4.03
5/17/2017,10.02,4.4,6.28,7.28,209.685,153.84,4.024
5/16/2017,10.095,4.44,6.295,7.23,209.685,153.81,4.042
5/15/2017,10.05,4.52,6.225,7.15,210.187,153.78,4.037
5/12/2017,10.08,4.52,6.265,7.146,209.676,151.59,4.038
5/11/2017,10.1,4.46,6.255,7.1,209.255,151.28,4.05
5/10/2017,10.17,4.46,6.255,7.1,208.852,151.44,4.05
5/9/2017,10.165,4.23,6.295,7.1,209.196,150.62,4.046
5/8/2017,10.2,4.23,6.335,7.1,209.196,150.53,4.038
5/7/2017,10.27,4.25,6.345,7.11,209.745,150.75,4.04
5/5/2017,10.27,4.24,6.385,7.186,209.038,151.31,4.03
5/4/2017,10.28,4.23,6.425,7.18,208.375,151.81,4.003
5/3/2017,10.29,4.23,6.445,7.08,208.072,151.72,4.002
5/2/2017,10.225,4.22,6.455,7.08,208.265,152.81,3.993
4/28/2017,10.315,4.22,6.485,7.08,208.265,152.75,3.972
4/27/2017,10.4,4.22,6.485,7.19,207.964,152,3.988
4/26/2017,10.44,4.17,6.415,7.21,209.709,152.97,3.962
4/25/2017,10.35,4.18,6.505,7.3,209.091,152.72,3.95
4/24/2017,10.15,4.18,6.445,7.29,209.087,152.66,3.935
4/22/2017,10.175,4.22,6.38,7.22,208.633,152.41,3.93
4/20/2017,10.175,4.17,6.405,7.22,208.633,153.44,3.93
4/19/2017,10.215,4.13,6.33,7.26,208.528,154.16,3.936
4/18/2017,10.09,4.13,6.336,7.31,209.174,154.16,3.935
4/17/2017,10.11,4.15,6.385,7.28,209.312,154.75,3.928
4/13/2017,10.19,4.14,6.375,7.4,209.055,155.16,3.926
4/12/2017,10.06,4.16,6.415,7.47,209.353,153.47,3.916
4/11/2017,10.04,4.23,6.182,7.47,209.353,154,3.92
4/10/2017,9.95,4.16,6.182,7.562,208.647,153,3.935
4/7/2017,10.08,4.16,6.285,7.586,209.142,152.97,3.891
4/6/2017,10.13,4.21,6.225,7.606,209.228,151.78,3.863
4/5/2017,10.06,4.05,6.175,7.57,208.973,151.5,3.863
4/4/2017,9.93,4.05,6.235,7.578,209.322,151.72,3.847
4/3/2017,10,4.09,6.25,7.578,209.322,151.5,3.849
3/31/2017,10.11,4.09,6.325,7.59,209.322,151.66,3.823
3/30/2017,10.065,4.2,6.52,7.6,208.663,151.75,3.798
3/29/2017,10.12,4.24,6.535,7.63,207.465,150.84,3.785
3/28/2017,10.23,4.23,6.505,7.59,207.205,150.53,3.797
3/27/2017,10.1,4.27,6.495,7.552,207.694,151.22,3.787
3/26/2017,10.16,4.22,6.47,7.552,207.244,150.78,3.802
3/24/2017,10.16,4.22,6.47,7.51,207.244,151.47,3.801
3/23/2017,10.245,4.34,6.525,7.48,207.338,151.09,3.802
3/22/2017,10.325,4.33,6.46,7.49,207.828,150.53,3.806
3/21/2017,10.215,4.31,6.505,7.516,208.063,151.97,3.81
3/20/2017,10.275,4.37,6.55,7.547,208.759,151.28,3.815
3/18/2017,10.27,4.37,6.55,7.547,209.308,150.34,3.815
3/17/2017,10.27,4.37,6.5,7.58,209.308,149.75,3.817
3/16/2017,10.25,4.37,6.5,7.588,209.304,149.25,3.82
3/15/2017,10.285,4.52,6.515,7.61,209.299,149.62,3.817
3/14/2017,10.385,4.6,6.445,7.56,209.286,148.12,3.817
3/13/2017,10.225,4.6,6.445,7.54,209.685,147.62,3.833
3/10/2017,10.28,4.62,6.465,7.54,209.935,148.06,3.857
3/9/2017,10.46,4.62,6.465,7.54,209.935,148.06,3.857
3/8/2017,10.425,4.64,6.485,7.558,209.12,149.16,3.862
3/7/2017,10.295,4.65,6.433,7.526,209.268,150.09,3.863
3/6/2017,10.255,4.64,6.433,7.54,210.217,150.31,3.876
3/3/2017,10.24,4.7,6.465,7.61,210.415,150.5,3.85
3/2/2017,10.4,4.65,6.495,7.58,211.437,150.34,3.847
3/1/2017,10.21,4.65,6.515,7.58,211.437,150.69,3.847
2/24/2017,10.25,4.6,6.535,7.67,211.382,152.94,3.853
2/23/2017,10.18,4.67,6.595,7.71,211.171,152.62,3.867
2/22/2017,10.29,4.8,6.575,7.67,210.748,153.22,3.864
2/21/2017,10.32,4.76,6.575,7.65,212.032,151.81,3.869
2/20/2017,10.41,4.76,6.595,7.64,210.739,151.38,3.88
2/17/2017,10.43,4.8,6.603,7.64,210.739,151.31,3.875
2/16/2017,10.46,4.8,6.618,7.6,209.309,151.11,3.87
2/15/2017,10.36,4.8,6.625,7.55,208.45,151.39,3.867
2/14/2017,10.38,4.76,6.705,7.532,207.189,151.25,3.85
2/13/2017,10.36,4.72,6.68,7.57,206.837,150.81,3.85
2/10/2017,10.345,4.72,6.74,7.58,207.23,149.94,3.828
2/9/2017,10.39,4.68,6.74,7.6,207.23,150.62,3.848
2/8/2017,10.41,4.71,6.825,7.62,206.68,151.38,3.838
2/7/2017,10.475,4.27,6.917,7.58,205.645,151.91,3.815
2/6/2017,10.575,4.27,6.925,7.53,206.12,152.19,3.827
2/3/2017,10.61,4.24,6.92,7.51,206.559,153.28,3.813
2/2/2017,10.73,4.37,6.945,7.53,206.848,152.19,3.82
2/1/2017,10.875,4.35,6.95,7.487,206.848,151.53,3.86
1/31/2017,10.935,4.24,6.925,7.528,207.44,150.03,3.841
1/30/2017,10.875,4.24,6.945,7.56,207.983,150.56,3.84
1/27/2017,10.81,4.24,6.885,7.49,207.57,150.44,3.877
1/26/2017,10.98,4.17,6.86,7.444,207.218,150.84,3.903
1/25/2017,10.9,4.17,6.885,7.444,207.015,150.25,3.9
1/24/2017,10.83,4.06,6.865,7.446,207.015,150.38,3.887
1/23/2017,10.86,4.02,6.845,7.49,207.408,149.78,3.887
1/20/2017,10.955,3.96,6.835,7.53,207.402,149.47,3.883
1/19/2017,11.01,3.96,6.815,7.46,206.792,150.59,3.877
1/18/2017,11.09,3.96,6.802,7.406,206.986,152,3.86
1/17/2017,11.03,4.13,6.805,7.406,206.982,150.78,3.86
1/16/2017,11.02,4.31,6.855,7.406,206.982,151.06,3.82
1/13/2017,11.07,4.38,6.87,7.44,206.978,152.03,3.807
1/12/2017,11.08,4.38,6.85,7.556,205.657,153.31,3.776
1/11/2017,11.28,4.42,6.875,7.63,205.259,152.33,3.767
1/10/2017,11.22,4.42,6.875,7.65,205.11,152.49,3.767
1/9/2017,11.32,4.41,6.845,7.684,205.538,152.28,3.748
1/6/2017,11.4,4.42,6.825,7.684,205.538,152.59,3.703
1/5/2017,11.43,4.43,6.8,7.69,206.163,152.81,3.703
1/4/2017,11.43,4.43,6.825,7.696,206.158,152.53,3.709
1/3/2017,11.29,4.46,6.79,7.81,206.976,152.72,3.713
1/2/2017,11.25,4.43,6.795,7.82,207.71,151.78,3.718
12/30/2016,11.42,4.49,6.825,7.82,206.919,152.5,3.708
12/29/2016,11.42,4.41,6.82,7.82,206.919,150.69,3.68
12/28/2016,11.46,4.47,6.815,7.84,206.229,150.56,3.673
12/27/2016,11.475,4.47,6.795,7.82,207.743,150.2,3.673
12/26/2016,11.435,4.23,6.718,7.81,209.376,150.66,3.67
12/23/2016,11.49,4.22,6.725,7.803,209.071,149.91,3.666
12/22/2016,11.49,4.22,6.755,7.81,207.477,149.72,3.657
12/21/2016,11.63,4.19,6.805,7.81,207.477,148.56,3.653
12/20/2016,11.78,4.24,6.775,7.89,206.833,148.89,3.68
12/19/2016,11.92,4.24,6.805,7.89,204.499,149.12,3.664
12/16/2016,12.04,4.3,6.8,7.91,203.769,148.81,3.658
12/15/2016,12.07,4.3,6.925,7.84,203.717,148.94,3.622
12/14/2016,12.14,4.35,6.895,7.76,204.328,149.88,3.677
12/13/2016,12.095,4.35,6.82,7.76,204.328,150.31,3.735
12/12/2016,11.975,4.48,6.875,7.74,204.328,149.03,3.75
12/9/2016,11.895,4.61,6.855,7.86,204.947,149.94,3.772
12/8/2016,11.79,4.63,6.84,7.91,204.886,149.84,3.767
12/7/2016,11.94,4.7,6.905,7.956,206.385,150.22,3.798
12/6/2016,12.19,4.56,6.945,7.98,206.725,150,3.853
12/5/2016,12.06,4.56,6.925,7.98,206.725,149.88,3.883
12/2/2016,12.37,4.61,6.92,7.9,205.889,151.34,3.902
12/1/2016,12.25,4.56,6.85,7.824,204.191,152.56,3.843
11/30/2016,11.9,4.58,6.905,7.75,204.563,151.66,3.817
11/29/2016,11.9,4.72,6.925,7.7,204.56,152.12,3.645
11/28/2016,12.02,4.72,6.995,7.8,206.299,151.88,3.63
11/25/2016,12.2,4.72,7.055,7.8,206.299,150.88,3.543
11/24/2016,11.96,4.68,7.075,7.89,206.1,152.66,3.489
11/23/2016,11.88,4.94,7.115,7.872,207.718,154.12,3.477
11/22/2016,11.91,4.97,7.125,7.98,208.004,153.69,3.462
11/21/2016,11.92,4.97,7.195,8.09,207.702,152.81,3.49
11/18/2016,12.2,5.16,7.175,8.02,207.498,152.55,3.435
11/17/2016,12.08,5,7.095,8.02,207.498,152.91,3.415
11/16/2016,11.98,5.47,7.095,7.999,207.296,153.25,3.393
11/14/2016,12.31,4.98,7.125,8,209.034,153.19,3.343
11/11/2016,12.06,5.04,7.115,8.01,209.678,153.16,3.33
11/10/2016,11.99,5.04,7.151,8.03,209.877,153.78,3.3
11/9/2016,11.59,4.99,7.135,8.04,209.517,155.03,3.29
11/8/2016,11.29,4.99,7.092,8.04,209.517,154.28,3.326
11/7/2016,11.43,5.12,7.08,8.08,210.938,154.41,3.335
11/4/2016,11.57,5.21,7.045,8.07,212.741,155.16,3.367
11/3/2016,11.65,5.36,7.02,8.05,212.574,156.22,3.37
11/1/2016,11.54,5.36,7.02,8.042,212.518,156.97,3.384
10/31/2016,11.47,5.48,7.015,8.07,212.773,162.09,3.406
10/28/2016,11.43,5.61,6.965,8.07,212.773,162.59,3.35
10/27/2016,11.42,5.61,6.995,8.1,212.301,163.34,3.342
10/26/2016,11.31,5.71,6.95,8.18,211.16,162.72,3.308
10/25/2016,11.175,5.71,6.975,8.17,212.025,163.25,3.27
