Date,Price- Brazil,Price-Arg,Price-Peru,Price-Mex,Price-Japan,Price- US,Price-China
7/21/2015,12.345,9.48,7.995,6.922,181.478,151.75,3.96
7/20/2015,12.53,9.48,7.945,6.949,181.547,152.09,3.924
7/18/2015,12.6,9.57,7.875,6.93,181.005,151.34,3.914
7/17/2015,12.6,9.27,8.005,6.93,180.378,150.84,3.924
7/16/2015,12.6,9.36,8.045,6.91,179.768,149.53,3.944
7/15/2015,12.53,9.36,8.08,6.92,179.761,149.16,3.944
7/14/2015,12.59,9.35,8.06,6.87,179.761,149.09,3.98
7/13/2015,12.61,9.35,8.06,6.909,180.282,151.59,3.984
7/10/2015,12.62,9.45,8.06,6.9,180.087,154.12,3.99
7/9/2015,12.64,9.39,8.06,6.91,180.709,153.5,3.97
7/8/2015,12.66,9.44,7.985,7,180.664,152.06,3.956
7/7/2015,12.61,9.44,7.985,7.05,180.544,150.18,3.978
7/6/2015,12.63,9.44,8.055,7.121,180.544,149.19,3.978
7/3/2015,12.53,9.38,8.075,7.122,180.544,148.84,4
7/2/2015,12.52,9.38,8.045,7.11,180.613,150.84,4
7/1/2015,12.68,9.38,7.955,7.06,180.303,150.91,3.99
6/30/2015,12.63,9.38,7.855,6.98,179.866,147.56,3.979
6/29/2015,12.645,9.38,7.86,6.99,179.896,149.56,3.964
6/26/2015,12.585,9.14,7.79,6.93,179.889,149.84,3.959
6/25/2015,12.71,9.04,7.83,6.92,179.889,148.81,3.964
6/24/2015,12.55,9.04,7.845,6.91,179.889,149.72,4.02
6/23/2015,12.535,9.04,7.805,6.948,179.838,153.59,4.1
6/22/2015,12.54,9.03,7.725,6.852,179.838,151.25,4.089
6/20/2015,12.62,9.03,7.54,6.83,179.97,152.56,4.089
6/19/2015,12.62,9.12,7.515,6.885,180.302,152.94,4.074
6/18/2015,12.58,9.07,7.521,6.89,179.956,152.12,4.074
6/17/2015,12.67,9.11,7.44,6.89,179.956,152,4.079
6/16/2015,12.735,9.16,7.365,6.87,180.214,151.88,4.079
6/15/2015,12.78,9.14,7.365,6.898,180.169,149.47,4.084
6/12/2015,12.6,9.04,7.395,6.847,180.452,150.66,4.079
6/11/2015,12.705,8.99,7.375,6.814,179.801,151.56,4.059
6/10/2015,12.685,9,7.315,6.829,180.706,151.25,4.043
6/9/2015,12.455,9.01,7.345,6.829,180.706,152.91,4.079
6/8/2015,12.46,9.22,7.285,6.82,180.966,151.25,4.086
6/7/2015,12.555,9.22,7.275,6.84,181.074,153.31,4.121
6/5/2015,12.555,9.03,7.26,6.87,181.168,154.97,4.093
6/3/2015,12.46,9.03,7.295,6.89,181.162,157.19,4.104
6/2/2015,12.385,9.02,7.305,6.888,181.541,156.34,4.071
6/1/2015,12.31,8.88,7.28,6.88,181.541,156.56,4.051
5/30/2015,12.255,9.02,7.325,6.88,181.843,156.22,4.046
5/29/2015,12.255,9.02,7.21,6.923,181.99,152.82,4.037
5/28/2015,12.28,9.01,7.315,6.93,181.661,152.44,4.044
5/27/2015,12.39,9.06,7.15,6.9,181.308,153.78,4.044
5/26/2015,12.25,8.96,7.245,6.92,181.486,154.41,4.054
5/25/2015,12.275,9.01,7.215,6.87,181.486,152.72,4.064
5/22/2015,12.345,9.01,7.225,6.86,180.903,153,4.064
5/21/2015,12.375,9.62,7.295,6.83,181.381,153.47,4.054
5/20/2015,12.415,9.92,7.355,6.86,181.374,155.59,4.046
5/19/2015,12.55,10.14,7.41,6.83,181.599,153,4.046
5/18/2015,12.58,10.05,7.275,6.79,181.599,152.56,4.06
5/16/2015,12.46,9.96,7.335,6.798,181.599,153.59,4.033
5/15/2015,12.46,9.96,7.415,6.8,181.285,153.19,4.054
5/14/2015,12.59,9.96,7.425,6.79,181.858,156.22,4.104
5/13/2015,12.735,10.04,7.505,6.75,181.954,155.97,4.156
5/12/2015,12.795,9.95,7.525,6.74,181.676,154.31,4.164
5/11/2015,12.78,9.86,7.52,6.75,181.67,156.06,4.16
5/9/2015,12.69,10,7.568,6.74,181.67,156.78,4.164
5/8/2015,12.69,10.06,7.55,6.73,181.315,157.62,4.164
5/7/2015,12.92,9.95,7.52,6.72,180.769,159.59,4.189
5/6/2015,12.96,9.95,7.5,6.75,180.903,159.88,4.187
5/5/2015,12.93,9.83,7.437,6.72,181.203,161.47,4.165
5/4/2015,12.905,9.83,7.37,6.691,180.927,162.84,4.168
4/30/2015,12.8,9.95,7.425,6.677,180.927,162.56,4.223
4/29/2015,12.665,10,7.375,6.677,180.155,162.03,4.226
4/28/2015,12.675,10,7.345,6.68,179.578,161.47,4.186
4/27/2015,12.64,10,7.345,6.707,180.471,163.38,4.171
4/24/2015,12.665,9.95,7.315,6.69,179.893,163.78,4.147
4/23/2015,12.595,10.04,7.305,6.78,180.996,165.47,4.193
4/22/2015,12.595,10.03,7.305,6.76,180.996,164.12,4.192
4/20/2015,12.655,9.81,7.245,6.743,180.996,164.09,4.203
4/17/2015,12.61,9.8,7.21,6.74,180.797,164.38,4.202
4/16/2015,12.59,9.8,7.225,6.72,180.331,163.47,4.118
4/15/2015,12.51,9.8,7.21,6.75,180.31,163.5,4.118
4/14/2015,12.51,9.8,7.2,6.75,180.303,163.25,4.114
4/13/2015,12.64,10.2,7.19,6.79,180.297,164.94,4.108
4/10/2015,12.54,10.25,7.19,6.78,180.297,164.62,4.216
4/9/2015,12.65,10.28,7.19,6.79,178.664,163.75,4.217
4/8/2015,12.58,10.25,7.225,6.86,178.286,165.75,4.26
4/7/2015,12.755,10.25,7.215,6.89,178.451,164.56,4.295
4/6/2015,12.735,10.33,7.245,6.91,178.668,165.81,4.318
4/2/2015,12.85,10.24,7.265,6.93,178.587,163.88,4.317
4/1/2015,12.855,9.83,7.175,6.93,178.587,163.47,4.315
3/31/2015,13.055,9.83,7.215,6.93,179.031,164.41,4.284
3/30/2015,13.12,9.83,7.215,6.93,179.138,162.41,4.2
3/27/2015,13.23,9.9,7.13,6.875,179.419,164.53,4.17
3/26/2015,13.215,10.02,7.195,6.88,178.958,165.25,4.147
3/25/2015,13.065,10.28,7.225,6.8,178.913,164.03,4.205
3/24/2015,13.12,10.52,7.185,6.817,178.913,148.59,4.258
3/23/2015,13.125,11.04,7.145,6.77,177.896,147.97,4.253
3/20/2015,13.175,11.04,7.11,6.77,177.815,148.16,4.23
3/19/2015,13.3,11.28,7.11,6.82,177.906,146.66,4.19
3/18/2015,13.01,11.32,7.135,6.93,178.01,145.84,4.156
3/17/2015,13.135,11.31,7.105,6.93,178.04,145.69,4.13
3/16/2015,13.41,11.58,7.085,6.91,177.772,145.69,4.126
3/13/2015,13.435,11.58,7.125,6.836,178.589,145.72,4.134
3/12/2015,13.37,11.58,7.08,6.84,178.604,145.25,4.143
3/11/2015,13.205,11.45,7.126,6.814,179.353,144.19,4.12
3/10/2015,13.22,11.39,7.126,6.81,178.968,143.38,4.11
3/9/2015,13.35,11.34,7.125,6.845,178.773,145.47,4.092
3/6/2015,12.985,11.6,7.145,6.79,177.866,145.34,4.047
3/5/2015,12.85,11.59,7.082,6.79,177.771,145.16,4.012
3/4/2015,12.765,11.59,7.115,6.79,177.096,145.81,4.002
3/3/2015,12.57,11.59,7.087,6.79,177.347,147.03,4.092
3/2/2015,12.46,11.59,7.145,6.82,177.081,146.81,4.067
2/27/2015,12.43,11.98,7.1,6.76,177.78,146.88,4.023
2/26/2015,12.65,12.1,7.125,6.719,176.61,146.16,3.993
2/25/2015,12.715,12.39,7,6.712,176.713,145.34,3.97
2/24/2015,12.625,12.36,7.14,6.71,176.449,144.03,3.973
2/23/2015,12.79,12.36,7.025,6.74,176.075,144.31,3.951
2/21/2015,12.955,12.36,7.095,6.82,177.434,144.81,3.926
2/20/2015,12.955,12.23,7.025,6.77,177.822,144.09,3.94
2/19/2015,12.83,12.19,6.925,6.76,177.218,145.74,3.93
2/18/2015,12.77,12.35,6.925,6.735,177.361,145.07,3.921
2/13/2015,12.59,12.56,6.895,6.73,176.946,145.91,3.918
2/12/2015,12.58,12.56,6.825,6.68,177.237,146.81,3.929
2/11/2015,12.82,12.56,6.825,6.69,177.548,146.91,3.929
2/10/2015,12.69,12.6,6.865,6.71,177.43,146.88,3.932
2/9/2015,12.61,13.06,6.895,6.67,177.908,147.59,3.936
2/6/2015,12.48,13.06,6.775,6.65,177.865,147.66,3.913
2/5/2015,12.36,13.06,6.845,6.65,177.634,148.88,3.913
2/4/2015,12.205,12.91,6.795,6.67,176.425,149.44,3.948
2/3/2015,12.11,12.91,6.795,6.64,175.941,149.28,3.935
2/2/2015,12.18,12.91,6.805,6.688,175.934,150.84,3.959
2/1/2015,11.97,12.99,6.755,6.71,175.413,151.28,3.933
1/30/2015,11.97,13.05,6.785,6.67,175.736,150.41,3.98
1/29/2015,11.85,13.04,6.725,6.67,175.167,151.19,3.972
1/28/2015,11.81,13.18,6.765,6.72,175.269,149.53,3.995
1/27/2015,11.775,13.18,6.75,6.735,175.994,149.59,4.017
1/26/2015,11.78,13.23,6.695,6.69,176.06,149.84,4.006
1/23/2015,11.74,13.22,6.725,6.67,177.015,148.5,4.006
1/22/2015,11.92,13.16,6.705,6.7,175.153,149.09,3.993
1/21/2015,11.77,13.07,6.725,6.7,175.365,149.84,3.989
1/20/2015,11.88,13.07,6.745,6.73,175.175,149.76,4.004
1/19/2015,12.165,13.1,6.722,6.78,174.515,149.32,4.005
1/16/2015,12.03,13.02,6.755,6.79,175.6,149.53,4.013
1/15/2015,12.16,13.01,6.805,6.8,176.388,150.09,4.019
1/14/2015,12.24,13.08,6.845,6.84,176.381,149.41,4.021
1/13/2015,12.26,13,6.775,6.83,175.178,148.62,4.017
1/12/2015,12.3,13,6.775,6.84,175.171,148.44,4.053
1/9/2015,12.185,13,6.775,6.871,175.561,147.53,4.097
1/8/2015,12.34,13.1,6.82,6.836,175.72,146.91,4.075
1/7/2015,12.375,13.39,6.82,6.801,176.918,148.19,4.128
1/6/2015,12.25,13.44,6.875,6.775,175.925,148.16,4.172
1/5/2015,12.28,13.18,6.82,6.77,175.157,146.97,4.166
1/2/2015,12.335,13.38,6.905,6.76,174.431,145.5,4.163
12/31/2014,12.425,13.38,6.65,6.73,174.125,144.32,4.163
12/30/2014,12.425,13.29,6.65,6.76,173.976,144.56,4.164
12/28/2014,12.41,13.08,6.775,6.76,174.003,144.28,4.156
12/26/2014,12.41,13.21,6.65,6.782,173.64,144,4.158
12/24/2014,12.5,13.21,6.65,6.77,174.06,143.38,4.155
12/23/2014,12.48,13.36,6.725,6.74,174.147,143.3,4.155
12/22/2014,12.55,13.36,6.65,6.71,172.443,143.16,4.155
12/19/2014,12.57,13.36,6.655,6.78,172.997,142.88,4.158
12/18/2014,12.625,13.36,6.625,6.82,172.92,144.59,4.167
12/17/2014,12.84,13.25,6.5,6.872,173.726,145.78,4.154
12/16/2014,12.79,13.26,6.5,6.87,174.562,145.19,4.154
12/15/2014,12.7,13.04,6.445,6.91,174.592,146.16,4.123
12/14/2014,12.635,13.04,6.35,6.92,175.161,147.22,4.178
12/12/2014,12.635,13.04,6.35,6.85,174.289,146.53,4.235
12/11/2014,12.59,12.78,6.425,6.85,175.473,146.62,4.246
12/10/2014,12.51,12.78,6.347,6.918,174.728,145.53,4.286
12/9/2014,12.28,12.77,6.393,6.91,174.938,145.38,4.267
12/8/2014,12.21,12.66,6.405,6.918,175.111,144.59,4.272
12/5/2014,12.11,12.66,6.445,6.87,175.321,144,4.297
12/4/2014,12.04,12.91,6.38,6.84,176.116,142.97,4.267
12/3/2014,12.01,12.9,6.38,6.85,177.424,143.28,4.229
12/2/2014,12.02,12.91,6.42,6.83,177.677,142.72,4.229
12/1/2014,11.87,12.91,6.425,6.76,176.522,142.53,4.22
11/30/2014,11.825,12.91,6.375,6.76,174.334,143.53,4.264
11/28/2014,11.825,12.7,6.215,6.82,174.111,144.06,4.277
11/27/2014,11.885,12.58,6.215,6.86,174.377,142.36,4.269
11/26/2014,11.96,12.91,6.235,6.87,176.518,143.44,4.127
11/25/2014,12.055,13.11,6.275,6.86,176.29,142.97,4.09
11/24/2014,12.055,13.1,6.25,6.85,176.208,142.06,4.065
11/21/2014,12.41,13.1,6.295,6.85,178.697,142,4.044
11/20/2014,12.75,13.2,6.35,6.83,178.675,141.56,4.054
11/19/2014,12.78,13.3,6.275,6.91,178.668,141.22,4.055
11/18/2014,12.943,13.09,6.225,6.92,178.661,141.69,4.055
11/17/2014,12.995,13.09,6.205,6.92,179.68,141.38,4.053
11/16/2014,12.948,13.08,6.175,6.99,180.328,141.69,4.037
11/14/2014,12.948,13.08,6.195,6.99,180.307,141.25,4.035
11/13/2014,12.96,13.08,6.15,6.99,180.492,141.12,4.168
11/12/2014,12.9,13.08,6.15,6.87,181.38,140.72,4.159
11/11/2014,12.825,13.08,6.172,6.86,180.983,140.97,4.143
11/10/2014,12.645,12.85,6.172,6.83,181.445,141.66,4.144
11/7/2014,12.675,12.85,6.175,6.8,181.618,140.66,4.18
11/6/2014,12.72,12.85,6.218,6.73,182.162,141.09,4.164
11/5/2014,12.29,12.85,6.25,6.73,181.762,141.25,4.115
11/4/2014,12.375,12.8,6.396,6.73,180.55,141.06,4.115
11/3/2014,12.21,12.8,6.43,6.69,179.621,141.09,4.08
10/31/2014,12.07,12.6,6.705,6.67,178.761,141.56,4.036
10/30/2014,12.215,12.46,6.705,6.72,178.224,141.38,4.053
10/29/2014,12.365,12.47,6.75,6.68,178.634,141.53,4.12
10/28/2014,12.17,12.47,6.775,6.69,178.098,141.97,4.15
10/27/2014,12.49,12.5,6.745,6.67,178.243,141.72,4.156
10/24/2014,12.09,12.59,6.74,6.62,177.844,141.72,4.192
10/23/2014,12.23,12.36,6.765,6.66,178.214,142.41,4.248
10/22/2014,12.095,12.49,6.785,6.68,178.624,142.69,4.279
10/21/2014,11.965,12.77,6.805,6.6,180.456,143.09,4.268
10/20/2014,11.665,12.77,6.795,6.6,179.334,142.91,4.252
10/17/2014,11.465,12.58,6.825,6.74,179.62,143.41,4.297
10/16/2014,11.645,12.59,6.79,6.77,179.998,144.38,4.328
10/15/2014,11.6,12.58,6.79,6.76,179.453,142.69,4.35
10/14/2014,11.29,12.58,6.7,6.72,182.762,142.03,4.446
10/13/2014,11.195,12.54,6.785,6.64,182.241,141.28,4.439
10/10/2014,11.57,12.54,6.825,6.64,182.262,140.81,4.412
10/9/2014,11.51,12.56,6.775,6.73,180.725,140.66,4.459
10/8/2014,11.505,12.55,6.775,6.81,181.068,140.59,4.498
10/7/2014,11.585,12.73,6.8,6.73,182.916,139.38,4.498
10/6/2014,11.81,12.36,6.755,6.64,178.477,139.22,4.508
10/3/2014,12.18,12.31,6.735,6.55,175.436,139,4.617
10/2/2014,12.45,12.31,6.72,6.55,174.741,139.62,4.664
10/1/2014,12.53,12.35,6.68,6.52,174.234,137.91,4.669
9/30/2014,12.34,12.28,6.693,6.5,174.559,138.31,4.66
9/29/2014,11.82,12.28,6.74,6.46,173.298,137.62,4.648
9/27/2014,11.88,12.1,6.645,6.43,172.112,137.81,4.647
9/26/2014,11.88,11.81,6.775,6.45,173.84,136.84,4.657
9/25/2014,11.815,11.81,6.73,6.46,175.677,137.41,4.65
9/24/2014,11.765,11.91,6.67,6.51,174.979,136.75,4.648
9/23/2014,11.915,11.76,6.67,6.49,173.213,137.91,4.63
9/22/2014,11.885,11.75,6.566,6.49,173.369,137.16,4.63
9/19/2014,11.59,11.83,6.535,6.41,175.635,137.38,4.63
9/18/2014,11.615,11.75,6.43,6.41,176.03,137.47,4.654
9/17/2014,11.48,11.75,6.425,6.4,175.876,137.56,4.627
9/16/2014,11.48,11.66,6.475,6.41,177.499,137.28,4.607
9/15/2014,11.615,11.58,6.495,6.4,176.401,138.72,4.635
9/13/2014,11.82,11.58,6.48,6.47,175.953,138.62,4.704
9/12/2014,11.82,11.5,6.475,6.48,175.179,139.16,4.728
9/11/2014,11.43,11.57,6.465,6.48,176.197,139.41,4.792
9/10/2014,11.55,11.57,6.445,6.42,174.187,139.38,4.791
9/9/2014,11.435,11.57,6.512,6.31,174.454,139.62,4.803
9/8/2014,11.35,11.81,6.512,6.31,171.745,140.38,4.811
9/5/2014,11.18,11.62,6.52,6.44,174.44,140.12,4.811
9/4/2014,11.15,11.76,6.541,6.46,176.111,139.86,4.806
9/3/2014,11.18,12.05,6.64,6.44,176.142,141.53,4.808
9/2/2014,10.93,12.05,6.65,6.49,176.121,141.72,4.84
9/1/2014,11.07,11.96,6.68,6.55,177.826,141.16,4.808
8/31/2014,11.215,12.04,6.644,6.51,179.794,140.53,4.795
8/29/2014,11.215,11.95,6.67,6.51,178.453,140.72,4.788
8/28/2014,11.28,11.99,6.67,6.47,175.837,140.44,4.783
8/27/2014,11.385,11.97,6.68,6.4,178.805,140.06,4.777
8/26/2014,11.535,11.97,6.69,6.31,181.462,139.69,4.772
8/25/2014,11.62,12.05,6.645,6.29,181.338,139.78,4.772
8/22/2014,11.685,11.8,6.67,6.32,180.942,140.16,4.773
8/21/2014,11.87,11.51,6.67,6.32,181.052,141.03,4.778
8/20/2014,11.695,11.62,6.74,6.56,179.984,140.06,4.775
8/19/2014,11.645,11.87,6.695,6.52,179.516,139.47,4.783
8/18/2014,11.63,11.87,6.675,6.7,179.818,138.97,4.783
8/15/2014,11.73,12.03,6.59,6.81,181.169,139.41,4.784
8/14/2014,11.965,12.03,6.55,6.8,188.318,139.41,4.782
8/13/2014,12.075,12.03,6.58,6.8,189.831,139.25,4.779
8/12/2014,11.955,12.03,6.46,6.7,189.609,138.5,4.78
8/11/2014,11.97,12.03,6.515,6.62,189.091,138.38,4.786
8/10/2014,12.135,12.03,6.735,6.73,188.871,138.09,4.797
8/8/2014,12.135,11.95,6.795,6.71,188.316,137.94,4.802
8/7/2014,12.105,11.64,6.701,6.71,187.497,137.41,4.799
8/6/2014,12.065,12.3,6.58,6.71,186.489,137.5,4.804
8/5/2014,12.21,12.3,6.34,6.53,186.482,138.94,4.796
8/4/2014,12.06,12.03,6.425,6.49,188.193,138.28,4.796
8/2/2014,12.18,12.09,6.425,6.38,186.391,138.66,4.793
8/1/2014,12.18,12.08,6.5,6.37,185.832,137.88,4.79
7/31/2014,12.02,12.28,6.54,6.27,182.426,138.56,4.787
7/30/2014,11.94,12.37,6.67,6.27,182.578,138.56,4.791
7/29/2014,11.81,12.37,6.67,6.25,182.571,138.44,4.8
7/28/2014,11.745,12.37,6.525,6.24,182.564,138.06,4.791
7/27/2014,11.7,12.43,6.506,6.22,182.543,138.12,4.794
7/25/2014,11.7,12.42,6.506,6.24,181.546,137.16,4.79
7/24/2014,11.7,12.46,6.275,6.3,181.779,136.94,4.79
7/23/2014,11.65,12.56,6.275,6.3,182.249,136.91,4.788
7/22/2014,11.54,12.56,6.275,6.34,180.862,137.38,4.807
7/21/2014,11.67,12.43,6.565,6.33,179.908,137.09,4.807
7/20/2014,11.8,12.52,6.645,6.4,179.901,136.97,4.813
7/18/2014,11.8,12.6,6.65,6.36,179.277,136.59,4.823
7/17/2014,11.975,12.41,6.642,6.32,178.811,135.69,4.81
7/16/2014,11.96,12.41,6.729,6.32,178.042,135.18,4.81
7/15/2014,12.04,13.2,6.795,6.32,177.416,135,4.77
7/14/2014,12.055,12.94,6.68,6.39,177.146,135.25,4.77
7/12/2014,12.155,13.08,6.68,6.34,176.728,136.34,4.73
7/11/2014,12.155,13.03,6.614,6.26,177.246,137.19,4.69
7/10/2014,12.14,12.98,6.46,6.24,177.504,136.91,4.63
7/9/2014,12.09,12.98,7.22,6.24,175.951,137.16,4.64
7/8/2014,12.04,12.89,7.37,6.09,174.33,136.5,4.66
7/7/2014,12,12.92,7.445,6.08,174.579,136.03,4.66
7/4/2014,12.08,12.92,7.3,6.08,174.535,135.38,4.65
7/3/2014,12.04,12.76,7.3,5.91,175.888,135.34,4.64
7/2/2014,12.07,12.56,7.393,5.92,176.274,136.38,4.7
7/1/2014,12.01,12.56,7.812,5.92,176.045,136.47,4.66
6/30/2014,12.195,12.56,7.686,5.92,175.482,135.91,4.66
6/27/2014,12.16,12.6,7.73,5.87,175.403,136.78,4.66
6/26/2014,11.945,12.84,7.689,5.89,174.955,136.59,4.6
6/25/2014,12,12.84,7.24,5.91,174.494,136.66,4.58
6/24/2014,11.985,12.84,7.153,5.95,174.196,135.78,4.57
6/23/2014,12.012,12.94,7.17,5.95,174.188,135.84,4.58
6/20/2014,12.05,12.74,7.159,6.06,175.5,136.12,4.58
6/18/2014,11.975,12.57,7.089,6.16,174.322,136.28,4.58
6/17/2014,12.21,12.63,7.075,6.1,172.247,136.28,4.59
6/16/2014,12.03,12.77,6.85,6.11,174.111,136.03,4.56
6/13/2014,11.855,12.77,6.525,6.11,173.596,136.22,4.58
6/12/2014,11.99,12.79,6.355,6.11,171.517,137.19,4.57
6/11/2014,11.97,12.79,6.7,6.22,169.834,138.25,4.58
6/10/2014,12.075,12.81,6.52,6.31,171.208,138.44,4.62
6/9/2014,12.21,13.01,7.025,6.43,171.341,138.66,4.59
6/6/2014,12.04,12.8,7.225,6.4,170.457,137.38,4.6
6/5/2014,12.28,12.8,7.225,6.39,170.589,136.11,4.58
6/4/2014,12.355,12.79,7.145,6.39,171.215,136.94,4.58
6/3/2014,12.345,12.64,6.675,6.35,173.367,136.5,4.58
6/2/2014,12.225,12.63,6.675,6.41,168.55,136.69,4.57
5/30/2014,12.105,12.6,6.675,6.52,168.542,137.25,4.53
5/29/2014,12.155,12.58,6.02,6.59,165.979,136.97,4.52
5/28/2014,12.37,12.58,7,6.56,166.771,137.44,4.55
5/27/2014,12.425,12.4,4.98,6.56,166.948,137.59,4.58
5/26/2014,12.31,12.58,4.98,6.56,167.109,137.03,4.63
5/25/2014,12.33,12.43,4.92,6.56,167.169,135.88,4.6
5/23/2014,12.33,12.47,4.891,6.59,166.927,135.34,4.63
5/22/2014,12.29,12.47,5.1,6.59,167.189,135.75,4.63
5/21/2014,12.3,12.28,4.91,6.54,166.964,136.19,4.63
5/20/2014,12.395,12.36,5.07,6.54,166.288,136,4.69
5/19/2014,12.4,12.26,5.1,6.54,166.714,136.06,4.69
5/16/2014,12.42,12.08,5.16,6.6,166.606,135.72,4.69
5/15/2014,12.445,12.08,5.15,6.6,166.566,136.19,4.77
5/14/2014,12.37,12.03,5.15,6.56,166.242,135.69,4.73
5/13/2014,12.33,13.13,5.148,6.56,166.335,134.94,4.7
5/12/2014,12.34,13.13,4.99,6.56,166.327,134.38,4.68
5/9/2014,12.29,13.13,4.905,6.56,166.889,134.72,4.69
5/8/2014,12.29,13.13,4.905,6.71,166.412,134.94,4.7
5/7/2014,12.19,13.13,4.895,6.87,166.257,134.53,4.69
5/6/2014,12.26,12.06,4.728,7.03,166.416,134.47,4.71
5/5/2014,12.42,12.06,4.78,7.01,166.141,133.94,4.86
5/3/2014,12.39,12.29,4.78,6.95,166.436,133.72,4.9
5/2/2014,12.39,12.29,4.93,6.95,166.596,133.91,4.9
4/30/2014,12.44,12.29,4.9,6.96,167.211,134.88,4.9
4/29/2014,12.5,12.32,4.9,6.95,166.967,134.81,4.85
4/28/2014,12.47,12.51,4.95,6.98,166.792,134.5,4.9
4/25/2014,12.45,12.55,4.95,6.95,166.115,134.78,4.87
4/24/2014,12.45,12.69,4.952,6.94,165.51,134.44,4.88
4/23/2014,12.518,12.51,4.923,6.93,164.925,133.44,4.9
4/22/2014,12.63,12.51,5.25,6.93,164.918,133.66,4.88
4/17/2014,12.64,12.51,5.318,6.84,164.191,133.44,4.88
